9000 22
1,09 2,01 4,103.08 5,103.12 6,103.04 7,103.09 8,2.255500059 9,-0.009700262 10,0.077639752 11,103.08 21,103.08 22,103.08
1,09 2,01 3,1 4,103.09 5,103.27 6,103.09 7,103.23 8,7.766000278 9,-0.13561949 10,0.174604714 11,103.18 12,0.097012029 18,3.896512073 19,0.070710678 20,0.070710678 21,103.13 22,103.13
1,09 2,01 3,2 4,103.24 5,103.25 6,103.19 7,103.24 8,8.979500319 10,0.058145169 11,103.22 12,0.038767203 13,0.135816841 17,0.097012029 18,3.583535836 19,0.072111026 20,0.072111026 21,103.16 22,103.16
1,09 2,01 3,3 4,103.24 5,103.27 6,103.16 7,103.16 8,2.905000088 9,0.077549438 10,0.106630477 11,103.215 12,-0.004844022 13,0.033921303 14,0.13096624 17,0.038767203 18,3.214588057 19,0.021794495 20,0.064983972 21,103.17375 22,103.17375
1,09 2,01 3,4 4,103.16 5,103.16 6,103.15 7,103.15 8,1.025000026 9,0.009694619 10,0.009694619 11,103.155 12,-0.058131086 13,-0.062972292 14,-0.024229502 15,0.072759022 17,-0.004844022 18,4.157483779 19,0.036170891 20,0.056899033 21,103.17 22,103.17
1,09 2,01 3,5 4,103.16 5,103.22 6,103.14 7,103.21 8,3.190500101 9,-0.048444918 10,0.077564475 11,103.18 12,0.024235374 13,-0.0339098 14,-0.03875218 16,0.097012029 17,-0.058131086 18,1.176527452 19,0.030138569 20,0.027156951 21,103.19 22,103.1716667
1,12 2,03 3,4 4,42.7 5,42.92 6,42.665 7,42.875 8,0.014902 9,-0.408163265 10,0.597679597 11,42.7925 12,0.304717258 13,0.357645403 14,0.175572072 15,0.363529757 16,0.245973646 17,0.052767355 18,0.00390291 19,0.082323043 20,0.065717197 21,42.69 22,42.73475
1,12 2,03 3,5 4,42.9 5,43.2 6,42.855 7,43.18 8,0.022912 9,-0.648448356 10,0.805040252 11,43.0275 12,0.549161652 13,0.8555523 14,0.908771107 15,0.725697899 16,0.914687775 17,0.304717258 18,0.006908511 19,0.185 20,0.156528751 21,42.768 22,42.72475
1,12 2,03 3,6 4,43.19 5,43.33 6,42.985 7,43.07 8,0.025777001 9,0.278616206 10,0.80260556 11,43.1575 12,0.302132357 13,0.852953204 14,1.160269558 15,1.213649156 16,1.030022824 17,0.549161652 18,0.005636695 19,0.185 20,0.228278886 21,42.856 22,42.75825
1,12 2,03 3,7 4,43.07 5,43.13 6,42.885 7,43.025 8,0.081613001 9,0.104590354 10,0.571295325 11,43.0075 12,-0.347564155 13,-0.046481901 14,0.50242449 15,0.808672722 16,0.861866792 17,0.302132357 18,0.033095001 19,0.081445278 20,0.198576182 21,42.9295 22,42.79775
1,12 2,03 3,8 4,43.025 5,43.19 6,42.865 7,43.04 8,0.131091003 9,-0.034851301 10,0.758194331 11,43.0275 12,0.046503517 13,-0.301222267 15,0.549161652 16,0.8555523 17,-0.347564155 18,0.052688978 19,0.081445278 20,0.131719399 21,43.0025 22,42.83575
1,12 2,03 3,9 4,43.04 5,43.37 6,42.935 7,43.275 8,0.117413002 9,-0.543038706 10,1.013159427 11,43.1525 12,0.290511882 13,0.337150497 14,-0.011585472 15,0.290511882 16,0.841268914 17,0.046503517 18,0.025549952 19,0.078581168 20,0.073959448 21,43.0745 22,42.88225
1,12 2,03 3,10 4,43.29 5,43.52 6,43.085 7,43.495 8,0.118766002 9,-0.471318542 10,1.009632123 11,43.3025 12,0.347604426 13,0.63912614 14,0.685926873 15,0.335978683 16,0.63912614 17,0.290511882 18,0.007536842 19,0.137689264 20,0.118880192 21,43.1295 22,42.94875
1,12 2,03 3,11 4,43.505 5,43.56 6,43.265 7,43.545 8,0.101051002 9,-0.091858996 10,0.681844447 11,43.4125 12,0.254026904 13,0.602514339 14,0.894776596 15,0.941696216 16,0.590859063 17,0.347604426 18,0.009860417 19,0.130511813 20,0.175235556 21,43.1805 22,43.01825
1,12 2,03 3,12 4,43.56 5,43.56 6,43.205 7,43.295 8,0.119078002 9,0.612079917 10,0.821664159 11,43.3825 12,-0.069104521 13,0.184746839 14,0.532993453 15,0.825053745 16,0.871940941 17,0.254026904 18,0.010319006 19,0.056862407 20,0.162465381 21,43.2555 22,43.0925
1,12 2,03 3,13 4,43.295 5,43.67 6,43.295 7,43.53 8,0.212071003 9,-0.539857569 10,0.866150826 11,43.4825 12,0.230507693 13,0.161243881 14,0.415680388 15,0.764729738 16,1.05746325 17,-0.069104521 18,0.059579235 19,0.051316014 20,0.126214104 21,43.3465 22,43.1745
1,12 2,03 3,14 4,43.515 5,43.61 6,43.075 7,43.1 8,0.250792995 9,0.96287703 10,1.242019733 11,43.3425 12,-0.321968608 13,-0.092203077 14,-0.161243881 15,0.09237342 16,0.44029894 17,0.230507693 18,0.06769531 19,0.072111026 20,0.068702256 21,43.3845 22,43.2295
1,12 2,03 3,15 4,43.11 5,43.33 6,42.905 7,43.3 8,0.223641995 9,-0.438799076 10,0.990560541 11,43.1175 12,-0.519120955 13,-0.839418157 14,-0.610845387 15,-0.679527786 16,-0.427227065 17,-0.321968608 18,0.019876524 19,0.184142155 20,0.138383525 21,43.3475 22,43.2385
1,12 2,03 3,16 4,43.3 5,43.66 6,43.155 7,43.6 8,0.243129995 9,-0.688073394 10,1.17020044 11,43.4075 12,0.672580739 13,0.149968276 14,-0.172483183 15,0.057626923 16,-0.01151742 17,-0.519120955 18,0.013998098 19,0.152178623 20,0.137813279 21,43.3465 22,43.2635
1,12 2,03 3,17 4,43.575 5,44.66 6,43.545 7,44.215 8,0.295286995 9,-1.447472577 10,2.560569526 11,44.1025 12,1.6011058 13,2.284455268 14,1.753475226 15,1.425860979 16,1.659655391 17,0.672580739 18,0.037043085 19,0.506186724 20,0.368283179 21,43.4905 22,43.373
1,12 2,03 3,18 4,44.235 5,44.53 6,43.985 7,44.1 8,0.253638995 9,0.306122449 10,1.23905877 11,44.2575 12,0.351453999 13,1.958186949 14,2.643938076 15,2.111091884 16,1.782326223 17,1.6011058 18,0.027584257 19,0.452686426 20,0.502650475 21,43.6455 22,43.496
1,12 2,03 3,19 4,44.1 5,44.34 6,43.735 7,43.885 8,0.245396998 9,0.489916828 10,1.383331428 11,44.0375 12,-0.497090889 13,-0.147383935 14,1.451362092 15,2.133704412 16,1.60350695 17,0.351453999 18,0.026744152 19,0.113026546 20,0.493933194 21,43.7845 22,43.5845
1,12 2,03 3,20 4,43.9 5,43.9 6,43.775 7,43.865 8,0.078284001 9,0.079790266 10,0.285551114 11,43.8375 12,-0.454158388 13,-0.948991696 14,-0.600872966 15,0.990612221 16,1.669855627 17,-0.497090889 18,0.098947847 19,0.21007935 20,0.327917673 21,43.9285 22,43.638
1,12 2,03 3,21 4,43.87 5,44.055 6,43.825 7,44.025 8,0.011763 9,-0.352072686 10,0.524814604 11,43.94 12,0.233818078 13,-0.221402214 14,-0.717392532 15,-0.368459838 16,1.22674653 17,-0.454158388 18,0.120372091 19,0.100010416 20,0.159765453 21,44.035 22,43.69075
1,12 2,03 3,22 4,44.015 5,44.11 6,43.805 7,44.03 8,0.010288 9,-0.034067681 10,0.696267549 11,43.9575 12,0.039827037 13,0.273738238 14,-0.181663355 15,-0.677851212 16,-0.328779548 17,0.233818078 18,0.038838716 19,0.064823478 20,0.157595209 21,44.006 22,43.74825
1,12 2,04 3,1 4,44.03 5,44.09 6,43.92 7,43.96 8,0.015097 9,0.159235669 10,0.387067395 11,44.005 12,0.108058921 13,0.147928994 14,0.382092957 15,-0.073800738 16,-0.57052477 17,0.039827037 18,0.002463658 19,0.03363406 20,0.076391263 21,43.9555 22,43.8005
1,12 2,04 3,2 4,43.95 5,44.09 6,43.94 7,44.01 8,0.007198 9,-0.136332652 10,0.341374602 11,44.015 12,0.02272469 13,0.130808167 14,0.170687301 15,0.404904477 16,-0.051092819 17,0.108058921 18,0.003980552 19,0.030720514 20,0.070812252 21,43.951 22,43.86775
1,12 2,04 3,3 4,44 5,44.07 6,44 7,44.01 8,0.004681 9,-0.022722109 10,0.159090909 11,44.035 12,0.045439055 13,0.068174071 14,0.17630666 15,0.216203914 16,0.450527516 17,0.02272469 18,0.005434804 19,0.015275252 20,0.04009364 21,43.9905 22,43.9595
1,12 2,04 3,4 4,44.02 5,44.14 6,44.01 7,44.11 8,0.006797 9,-0.204035366 10,0.295387412 11,44.075 12,0.090836834 13,0.136317165 14,0.159072833 15,0.267303646 16,0.307237142 17,0.045439055 18,0.001352377 19,0.030550505 20,0.04293891 21,44.0175 22,44.02625
1,12 2,04 3,5 4,44.13 5,44.14 6,43.94 7,43.97 8,0.003745 9,0.363884467 10,0.455166136 11,44.04 12,-0.079410096 13,0.011354604 14,0.056798819 15,0.079536416 16,0.187681283 17,0.090836834 18,0.001563557 19,0.021794495 20,0.027018512 21,44.034 22,44.02
1,12 2,04 3,6 4,43.96 5,43.97 6,43.74 7,43.78 8,0.013078 9,0.411146642 10,0.525834476 11,43.855 12,-0.420072661 13,-0.499149178 14,-0.408765755 15,-0.363512439 16,-0.340870356 17,-0.079410096 18,0.004758686 19,0.118215904 20,0.08605231 21,44.004 22,43.97975
1,12 2,04 3,7 4,43.77 5,43.82 6,43.675 7,43.73 8,0.027734001 9,0.091470386 10,0.33199771 11,43.7475 12,-0.245125983 13,-0.664168937 14,-0.743051617 15,-0.652889747 16,-0.607747359 17,-0.420072661 18,0.012092528 19,0.147951287 20,0.142284925 21,43.9505 22,43.95075
1,12 2,04 3,8 4,43.73 5,43.94 6,43.62 7,43.92 8,0.084770002 9,-0.432604736 10,0.733608436 11,43.78 12,0.074289959 13,-0.171018128 14,-0.590372389 15,-0.66931367 16,-0.579084819 17,-0.245125983 18,0.037876217 19,0.055132416 20,0.149920812 21,43.8995 22,43.945
1,12 2,04 3,9 4,43.93 5,44.3 6,43.82 7,44.22 8,0.091497003 9,-0.65581185 10,1.095390233 11,44.06 12,0.639561444 13,0.714326533 14,0.46744955 15,0.045413261 16,-0.034032898 17,0.074289959 18,0.035033504 19,0.171810215 20,0.145619367 21,43.8965 22,43.957
1,12 2,04 3,10 4,44.22 5,44.51 6,44.1 7,44.43 8,0.073474002 9,-0.472653612 10,0.929705215 11,44.305 12,0.556059918 13,1.199177707 14,1.274358535 15,1.026108768 16,0.601725704 17,0.639561444 18,0.009107512 19,0.262694372 20,0.232945809 21,43.9495 22,43.99175
1,12 2,04 3,11 4,44.44 5,44.65 6,44.34 7,44.55 8,0.087414003 9,-0.24691358 10,0.699142986 11,44.495 12,0.428845503 13,0.987290059 14,1.633165829 15,1.708669067 16,1.459354692 17,0.556059918 18,0.009450071 19,0.218078732 20,0.325490015 21,44.0775 22,44.04075
1,12 2,04 3,12 4,44.54 5,44.55 6,44.235 7,44.41 8,0.085596003 9,0.292726863 10,0.712105799 11,44.3925 12,-0.230362962 13,0.197494639 14,0.754652746 15,1.399040658 16,1.474369964 17,0.428845503 18,0.007578166 19,0.095098633 20,0.287617367 21,44.2065 22,44.0785
1,12 2,04 3,13 4,44.41 5,44.78 6,43.065 7,43.35 8,0.296797009 9,2.445213379 10,3.982352258 11,43.9225 12,-1.058737399 13,-1.286661423 14,-0.86333371 15,-0.312074444 16,0.325491092 17,-0.230362962 18,0.121415549 19,0.305276514 20,0.237480262 21,44.235 22,44.06725
1,12 2,04 3,14 4,43.34 5,43.52 6,42.645 7,42.89 8,0.35209701 9,1.049195617 10,2.051823191 11,43.0825 12,-1.912459446 13,-2.950948922 14,-3.17451399 15,-2.759282248 16,-2.218565592 17,-1.058737399 18,0.140645383 19,0.663651515 20,0.577086974 21,44.0395 22,43.968
1,12 2,04 3,15 4,42.88 5,43.37 6,42.715 7,43.2 8,0.252716008 9,-0.740740741 10,1.533419174 11,43.0425 12,-0.092845123 13,-2.003528943 14,-3.041054232 15,-3.264411732 16,-2.849565512 17,-1.912459446 18,0.049795931 19,0.496923871 20,0.69585469 21,43.787 22,43.86825
1,12 2,04 3,16 4,43.19 5,43.78 6,42.95 7,43.24 8,0.334614009 9,-0.115633673 10,1.932479627 11,43.365 12,0.749259453 13,0.655718679 14,-1.26928112 15,-2.314580166 16,-2.539611192 17,-0.092845123 18,0.053055822 19,0.175789884 20,0.582729568 21,43.561 22,43.81925
1,12 2,04 3,17 4,43.23 5,43.3 6,43.035 7,43.24 8,0.137724004 9,-0.023126735 10,0.615777855 11,43.1675 12,-0.455436412 13,0.290410641 14,0.197295886 15,-1.718936764 16,-2.759475137 17,0.749259453 18,0.098907463 19,0.162602532 20,0.361116325 21,43.316 22,43.76125
1,12 2,04 3,18 4,43.24 5,43.39 6,43.075 7,43.13 8,0.165050005 9,0.255042894 10,0.731282647 11,43.2325 12,0.150576244 13,-0.305545947 14,0.441424174 15,0.34816921 16,-1.57094883 17,-0.455436412 18,0.106664846 19,0.100654111 20,0.12799414 21,43.178 22,43.7065
1,12 2,04 3,19 4,43.11 5,43.22 6,42.805 7,43.11 8,0.143755004 10,0.969512907 11,43.0125 12,-0.508876424 13,-0.359066427 14,-0.81286752 15,-0.069698554 16,-0.162478965 17,0.150576244 18,0.014355953 19,0.113026546 20,0.143892321 21,43.164 22,43.60175
1,12 2,04 3,20 4,43.1 5,43.13 6,43.01 7,43.12 8,0.032196001 9,-0.046382189 10,0.279004883 11,43.07 12,0.133682069 13,-0.375874631 14,-0.225864366 15,-0.680272109 16,0.063890341 17,-0.508876424 18,0.071354835 19,0.114099737 20,0.138512184 21,43.1695 22,43.47825
1,12 2,04 3,21 4,43.12 5,43.21 6,43.09 7,43.18 8,0.007238 9,-0.138953219 10,0.278486888 11,43.15 12,0.185744137 13,0.319674513 14,-0.190828659 15,-0.040539758 16,-0.495791537 17,0.133682069 18,0.072692509 19,0.069056137 20,0.086106765 21,43.1265 22,43.34375
1,12 2,06 3,23 4,43.2 5,43.2 6,43.2 7,43.2 8,5.3E-05 11,43.2 12,0.115874855 13,0.301834223 14,0.435919791 15,-0.075174926 16,0.075288122 17,0.185744137 18,0.016870579 19,0.065574385 20,0.091059733 21,43.133 22,43.2245
1,12 2,07 3,1 4,42.77 5,42.9 6,42.74 7,42.87 8,0.009602 9,-0.233263354 10,0.374356575 11,42.82 12,-0.87962963 13,-0.764774044 14,-0.58045043 15,-0.447544319 16,-0.954143295 17,0.115874855 18,0.004973197 19,0.206478409 20,0.147652464 21,43.0505 22,43.11425
1,12 2,07 3,2 4,42.86 5,42.87 6,42.73 7,42.74 8,0.004381 9,0.280767431 10,0.327638661 11,42.8 12,-0.046707146 13,-0.925925926 14,-0.811123986 15,-0.626886464 16,-0.49404243 17,-0.87962963 18,0.004781454 19,0.225388553 20,0.186735107 21,43.008 22,43.086
1,12 2,07 3,3 4,42.73 5,42.76 6,42.64 7,42.66 8,0.004493 9,0.164088139 10,0.281425891 11,42.7 12,-0.23364486 13,-0.280242877 14,-1.157407407 15,-1.042873696 16,-0.859066636 17,-0.046707146 18,0.00298254 19,0.064291005 20,0.225344181 21,42.934 22,43.05175
1,12 2,07 3,4 4,42.65 5,42.7 6,42.61 7,42.69 8,0.002952 9,-0.093698758 10,0.211218024 11,42.655 12,-0.105386417 13,-0.338785047 14,-0.385333956 15,-1.261574074 16,-1.147161066 17,-0.23364486 18,0.000859192 19,0.074218147 20,0.215232433 21,42.835 22,42.98075
1,12 2,07 3,5 4,42.68 5,42.77 6,42.68 7,42.73 8,0.004029 9,-0.117013808 10,0.210871603 11,42.725 12,0.164107373 13,0.058548009 14,-0.175233645 15,-0.221858944 16,-1.099537037 17,-0.105386417 18,0.00079056 19,0.035472994 20,0.069010869 21,42.74 22,42.9365
1,12 2,07 3,6 4,42.72 5,42.76 6,42.68 7,42.74 8,0.005528 9,-0.046794572 10,0.187441425 11,42.72 12,-0.01170275 13,0.152385418 14,0.046838407 15,-0.186915888 16,-0.233535731 17,0.164107373 18,0.001293748 19,0.039051248 20,0.05255949 21,42.72 22,42.88525
1,12 2,07 3,7 4,42.74 5,42.97 6,42.71 7,42.91 8,0.041631 9,-0.396178047 10,0.608756731 11,42.84 12,0.280898876 13,0.269163253 14,0.433712343 15,0.327868852 16,0.093457944 17,-0.01170275 18,0.021289997 19,0.067884706 20,0.068428795 21,42.728 22,42.868
1,12 2,07 3,8 4,42.92 5,42.92 6,42.62 7,42.64 8,0.094867999 9,0.656660413 10,0.703894885 11,42.77 12,-0.163398693 13,0.117041199 14,0.105324751 15,0.26960497 16,0.163934426 17,0.280898876 18,0.044943001 19,0.060277138 20,0.068428795 21,42.742 22,42.838
1,12 2,07 3,9 4,42.65 5,42.72 6,42.54 7,42.7 8,0.076870999 9,-0.117096019 10,0.423131171 11,42.63 12,-0.327332242 13,-0.490196078 14,-0.210674157 15,-0.222352253 16,-0.058609776 17,-0.163398693 18,0.027079905 19,0.106926766 20,0.076778903 21,42.737 22,42.786
1,12 2,07 3,10 4,42.71 5,42.86 6,42.6 7,42.71 8,0.067583999 10,0.610328638 11,42.73 12,0.234576589 13,-0.093523498 14,-0.256769374 15,0.02340824 16,0.01170275 17,-0.327332242 18,0.013871776 19,0.072111026 20,0.076615925 21,42.738 22,42.739
1,12 2,07 3,11 4,42.71 5,42.73 6,42.44 7,42.52 8,0.062504999 9,0.446848542 10,0.683317625 11,42.585 12,-0.339340042 13,-0.105559465 14,-0.432546177 15,-0.595238095 16,-0.316011236 17,0.234576589 18,0.007284991 19,0.074218147 20,0.103585713 21,42.711 22,42.7155
1,12 2,07 3,12 4,42.52 5,42.6 6,42.35 7,42.35 8,0.069872999 9,0.401416765 10,0.590318772 11,42.475 12,-0.258306916 13,-0.596770419 14,-0.363593713 15,-0.689735796 16,-0.85200747 17,-0.339340042 18,0.003771012 19,0.1278997 20,0.117611649 21,42.638 22,42.683
1,12 2,07 3,13 4,42.355 5,42.38 6,41.79 7,41.84 8,0.117992998 9,1.230879541 10,1.41182101 11,42.085 12,-0.918187169 13,-1.174122344 14,-1.509478118 15,-1.278442411 16,-1.601589899 17,-0.258306916 18,0.030135084 19,0.262741952 20,0.249934992 21,42.501 22,42.6215
1,12 2,07 3,14 4,41.83 5,42.12 6,41.75 7,41.79 8,0.208144993 9,0.095716679 10,0.886227545 11,41.935 12,-0.356421528 13,-1.27133608 14,-1.526359047 15,-1.860519541 16,-1.630307295 17,-0.918187169 18,0.070192664 19,0.278747197 20,0.338001479 21,42.362 22,42.5495
1,12 2,07 3,15 4,41.79 5,41.79 6,41.19 7,41.5 8,0.205921993 9,0.698795181 10,1.456664239 11,41.49 12,-1.06116609 13,-1.413805394 14,-2.319011183 15,-2.571327932 16,-2.901942429 17,-0.356421528 18,0.051419569 19,0.309448434 20,0.440005682 21,42.114 22,42.426
1,12 2,07 3,16 4,41.51 5,41.51 6,41.03 7,41.14 8,0.200652994 9,0.899368012 10,1.169875701 11,41.27 12,-0.530248253 13,-1.585787528 14,-1.936556968 15,-2.836962919 16,-3.087941764 17,-1.06116609 18,0.003847816 19,0.338784592 20,0.479340693 21,41.851 22,42.281
1,12 2,07 3,17 4,41.14 5,41.25 6,40.88 7,40.92 8,0.159029995 9,0.537634409 10,0.905088063 11,41.065 12,-0.496728859 13,-1.024343215 14,-2.074639323 15,-2.423666389 16,-3.319599765 17,-0.530248253 18,0.025687532 19,0.212544113 20,0.432975172 21,41.569 22,42.1035
1,12 2,07 3,18 4,40.93 5,41.01 6,40.58 7,40.96 8,0.212687994 9,-0.073242188 10,1.059635288 11,40.795 12,-0.657494216 13,-1.150957112 14,-1.675102434 15,-2.718492906 16,-3.06522514 17,-0.496728859 18,0.028155805 19,0.238240075 20,0.432975172 21,41.311 22,41.906
1,12 2,07 3,19 4,40.96 5,40.98 6,40.61 7,40.7 8,0.155850996 9,0.638820639 10,0.911105639 11,40.795 13,-0.657494216 14,-1.150957112 15,-1.675102434 16,-2.718492906 17,-0.657494216 18,0.031936738 19,0.155884573 20,0.302832462 21,41.083 22,41.7225
1,12 2,07 3,20 4,40.7 5,40.79 6,40.62 7,40.76 8,0.046310999 9,-0.14720314 10,0.418513048 11,40.705 12,-0.220615271 13,-0.220615271 14,-0.876658955 15,-1.369033196 16,-1.892022174 18,0.084568276 19,0.051961524 20,0.234957443 21,40.926 22,41.52
1,12 2,07 3,21 4,40.76 5,40.76 6,40.66 7,40.71 8,0.00766 9,0.122819946 10,0.245941958 11,40.71 12,0.012283503 13,-0.208358868 14,-0.208358868 15,-0.864483136 16,-1.356917858 17,-0.220615271 18,0.076869459 19,0.05057997 20,0.146986394 21,40.814 22,41.3325
1,12 2,07 3,22 4,40.7 5,40.72 6,40.62 7,40.63 8,0.002208 9,0.172286488 10,0.246184146 11,40.67 12,-0.098255957 13,-0.085984523 14,-0.306410099 15,-0.306410099 16,-0.961889687 17,0.012283503 18,0.024044052 19,0.021794495 20,0.056899033 21,40.735 22,41.152
1,12 2,07 3,23 4,40.6 5,40.6 6,40.6 7,40.6 8,6E-05 11,40.6 12,-0.17211704 13,-0.270203881 14,-0.257953568 15,-0.477999755 16,-0.477999755 17,-0.098255957 18,0.00391787 19,0.055677644 20,0.070657625 21,40.696 22,41.0035
1,12 2,08 3,1 4,40.83 5,41.03 6,40.81 7,40.85 8,0.013452 9,-0.048959608 10,0.539083558 11,40.92 12,0.78817734 13,0.614703713 14,0.515843773 15,0.52819064 16,0.306410099 17,-0.17211704 18,0.007192439 19,0.168226038 20,0.119603512 21,40.721 22,40.902
1,12 2,08 3,2 4,40.84 5,40.98 6,40.8 7,40.97 8,0.006821 9,-0.317305345 10,0.441176471 11,40.89 12,-0.073313783 13,0.714285714 14,0.540939267 15,0.442151805 16,0.45448962 17,0.78817734 18,0.006696105 19,0.176729549 20,0.140249777 21,40.758 22,40.842
1,12 2,08 3,3 4,40.98 5,41.03 6,40.96 7,41.01 8,0.00486 9,-0.07315289 10,0.170898438 11,40.995 12,0.2567865 13,0.183284457 14,0.972906404 15,0.799114827 16,0.700073692 17,-0.073313783 18,0.004502557 19,0.054083269 20,0.170513929 21,40.815 22,40.8145
1,12 2,08 3,4 4,41 5,41.02 6,40.92 7,40.96 8,0.00381 9,0.09765625 10,0.244379277 11,40.97 12,-0.060983047 13,0.195646857 14,0.122189638 15,0.911330049 16,0.737644455 17,0.2567865 18,0.001528297 19,0.054848276 20,0.159138305 21,40.875 22,40.805
1,12 2,08 3,5 4,40.94 5,40.94 6,40.86 7,40.88 8,0.008028 9,0.146771037 10,0.195790504 11,40.9 12,-0.170856724 13,-0.231735578 14,0.024455857 15,-0.048875855 16,0.738916256 17,-0.060983047 18,0.002195839 19,0.049244289 20,0.045552168 21,40.935 22,40.8155
1,12 2,08 3,6 4,40.89 5,40.93 6,40.89 7,40.92 8,0.005316 9,-0.073313783 10,0.097823429 11,40.91 12,0.024449878 13,-0.146448621 14,-0.207342359 15,0.048911714 16,-0.024437928 17,-0.170856724 18,0.002137542 19,0.037859389 20,0.046583259 21,40.933 22,40.827
1,12 2,08 3,7 4,40.92 5,40.99 6,40.91 7,40.93 8,0.026709 9,-0.024431957 10,0.19555121 11,40.95 12,0.097775605 13,0.122249389 14,-0.048816207 15,-0.109769484 16,0.146735143 17,0.024449878 18,0.011647569 19,0.026457513 20,0.04 21,40.945 22,40.8515
1,12 2,08 3,8 4,40.92 5,41.12 6,40.91 7,40.92 8,0.086073998 10,0.513321926 11,41.015 12,0.158730159 13,0.256660963 14,0.281173594 15,0.109836466 16,0.048786437 17,0.097775605 18,0.041840407 19,0.05299371 20,0.04669047 21,40.949 22,40.882
1,12 2,08 3,9 4,40.91 5,41.24 6,40.91 7,41.11 8,0.081593998 9,-0.486499635 10,0.806648741 11,41.075 12,0.146287943 13,0.305250305 14,0.403324371 15,0.427872861 16,0.256285087 17,0.158730159 18,0.033057113 19,0.062516664 20,0.074077662 21,40.97 22,40.9225
1,12 2,08 3,10 4,41.1 5,41.32 6,41.03 7,41.26 8,0.074140998 9,-0.387784779 10,0.706799903 11,41.175 12,0.243457091 13,0.390101182 14,0.549450549 15,0.647763383 16,0.672371638 17,0.146287943 18,0.006027909 19,0.080829038 20,0.104821276 21,41.025 22,40.98
1,12 2,08 3,11 4,41.25 5,41.42 6,41.2 7,41.36 8,0.074856998 9,-0.265957447 10,0.533980583 11,41.31 12,0.327868852 13,0.572124163 14,0.719249055 15,0.879120879 16,0.97775605 17,0.243457091 18,0.004111914 19,0.117933597 20,0.141377155 21,41.105 22,41.019
1,12 2,08 3,12 4,41.36 5,41.36 6,40.4 7,40.42 8,0.124793997 9,2.325581395 10,2.376237624 11,40.88 12,-1.040910191 13,-0.716454159 14,-0.474741327 15,-0.329147873 16,-0.170940171 17,0.327868852 18,0.029040038 19,0.219905283 20,0.162457687 21,41.091 22,41.018
1,12 2,08 3,13 4,40.42 5,40.42 6,39.805 7,39.855 8,0.161585997 9,1.417638941 10,1.545032031 11,40.1125 12,-1.877446184 13,-2.898813847 14,-2.580449302 15,-2.343274498 16,-2.200414483 17,-1.040910191 18,0.043530209 19,0.606624884 20,0.472851721 21,40.9105 22,40.92975
1,12 2,08 3,14 4,39.839 5,40.6 6,39.779 7,40.25 8,0.277873993 9,-1.021118012 10,2.063903064 11,40.1895 12,0.191960112 13,-1.68909002 14,-2.712418301 15,-2.393442623 16,-2.155812538 17,-1.877446184 18,0.079906231 19,0.422645537 20,0.554597534 21,40.7334 22,40.8517
1,12 2,08 3,15 4,40.25 5,41.266 6,40.12 7,41.21 8,0.298109993 9,-2.329531667 10,2.856430708 11,40.693 12,1.25281479 13,1.447179807 14,-0.457436399 15,-1.493585088 16,-1.170613236 17,0.191960112 18,0.073678576 19,0.315283338 20,0.497611922 21,40.637 22,40.831
1,12 2,08 3,16 4,41.2 5,41.3 6,40.26 7,40.45 8,0.296857991 9,1.854140915 10,2.583209141 11,40.78 12,0.213795985 13,1.469289242 14,1.664069804 15,-0.244618395 16,-1.282982329 17,1.25281479 18,0.011339131 19,0.318792383 20,0.354192921 21,40.531 22,40.818
1,12 2,08 3,17 4,40.45 5,40.73 6,40.37 7,40.56 8,0.172889995 9,-0.271203156 10,0.8917513 11,40.55 12,-0.564001962 13,-0.351411791 14,0.89700046 15,1.090682456 16,-0.807240705 17,0.213795985 18,0.071937102 19,0.116130674 20,0.299412132 21,40.465 22,40.778
1,12 2,08 3,18 4,40.57 5,40.63 6,40.28 7,40.49 8,0.204463994 9,0.197579649 10,0.868917577 11,40.455 12,-0.234278668 13,-0.796959294 14,-0.584867176 15,0.660620311 16,0.853848551 17,-0.564001962 18,0.064422605 19,0.16710775 20,0.229658986 21,40.5335 22,40.722
1,12 2,08 3,19 4,40.49 5,40.77 6,40.14 7,40.16 8,0.184973995 9,0.821713147 10,1.569506726 11,40.455 13,-0.234278668 14,-0.796959294 15,-0.584867176 16,0.660620311 17,-0.234278668 18,0.015931104 19,0.054848276 20,0.145517353 21,40.5866 22,40.66
1,12 2,08 3,20 4,40.15 5,40.28 6,40.14 7,40.265 8,0.047263999 9,-0.285607848 10,0.348779273 11,40.21 12,-0.605611173 13,-0.605611173 14,-0.838471023 15,-1.397743992 16,-1.186936328 18,0.08568911 19,0.141450816 20,0.205274207 21,40.49 22,40.5635
1,12 2,08 3,21 4,40.26 5,40.58 6,40.14 7,40.39 8,0.028217999 9,-0.321861847 10,1.096163428 11,40.36 12,0.373041532 13,-0.234828822 14,-0.234828822 15,-0.468557337 16,-1.029916626 17,-0.605611173 18,0.085536771 19,0.123524626 20,0.128520426 21,40.406 22,40.4685
1,12 2,08 3,22 4,40.4 5,40.48 6,40.36 7,40.42 8,0.003437 9,-0.049480455 10,0.297324083 11,40.42 12,0.148662042 13,0.522258145 14,-0.086515882 15,-0.086515882 16,-0.320591862 17,0.373041532 18,0.021975948 19,0.108166538 20,0.102652326 21,40.38 22,40.4225
